time,temperature,battery,distance,speed
0,2.4724071308417486,22.51433485493874,321.01582307714386,0.516817211686077
1,37.04285838459497,70.91283290110243,42.069982497524414,5.31354631568148
2,23.919636508684306,45.148478486106136,80.81435704730688,5.406351216101065
3,15.919509051822196,60.685655293176225,449.2770942635396,6.374299014982066
4,-10.638881573453808,92.60531791408744,303.21452982979497,7.260913337226615
5,-10.640328779827842,39.94337833191,4.5985258083148235,9.758520794625346
6,-16.514983269908033,52.830633842850375,50.735771433016055,5.163003483011953
7,31.970568746496113,80.4440910834439,331.7508845540279,3.2295647294124596
8,16.066900704592527,38.3038532393298,2.5307919231093434,7.9518619476870365
9,22.48435466776273,26.158392786303438,80.40402570874933,2.708322512620742
10,-18.76493034225185,43.180116233101444,274.3668946832931,4.389714207056361
11,38.19459112971966,32.897702980320354,345.94759884634664,0.7845638134226596
12,29.946558448025307,94.37581218740584,325.9806297513003,0.2535074341545751
13,-7.259653359303432,84.64963036515336,112.13465473027989,9.626484146779251
14,-9.090501967573964,70.67230052083389,356.08961067376794,8.359801205122059
15,-8.99572940879397,89.71684721501742,118.62454374840003,6.95974206093698
16,-1.7454654224277348,84.29376615192916,162.69984907963385,4.089529444142698
17,11.485385897934272,34.925604710882865,373.24570255901205,1.7329432007084578
18,5.9167011185269445,91.40471987919823,324.81644952360733,1.5643704267108605
19,-2.5262515881174856,63.147379353252056,424.611705247089,2.502428981645953
20,16.71117368334277,84.595212413125,328.80644615017167,5.4922666470612045
21,-11.63036836087749,91.68730399387945,284.1543016677358,7.145959227000623
22,-2.47132108788691,45.44027799774911,46.837383914046235,6.601973767177313
23,1.9817105976215004,28.80415396221414,183.85790152971677,2.7993389694594284
24,7.364199053022155,38.234813003355335,132.60118384086272,9.54865280663194
25,27.110557683580815,54.1686230901005,121.9948216895418,7.378969166957685
26,-8.019573070498415,85.44118127379944,486.5052773762228,5.543540525114007
27,10.854066304816698,88.85844666050747,196.5488623333802,6.117207462343522
28,15.544874131722551,20.556170442495258,446.02327758855665,4.196000624277899
29,-17.212975236800137,60.85978420620526,315.56931299863146,2.4773098950115746
30,16.4526911140863,53.39288025190232,397.4056517708242,3.559726786512616
31,-9.768552578762508,37.76862483765842,251.31854655259605,7.578461104643691
32,-16.096904420883227,29.589229386694626,288.45194231317953,0.14393488629755868
33,36.93313223519999,47.00921371229023,246.25884690943195,1.1607264050691624
34,37.93792198447356,95.43277631300154,97.62149389902225,0.4600264202175275
35,28.503840886987668,45.856234561660415,361.2260576307527,0.40728802318970136
36,-1.7231738495977602,61.50324973946929,140.3861812204279,8.554605840110073
37,-14.139673159616969,76.24151671161422,12.157983215726919,7.036578593800237
38,21.053981590729414,49.09036819034352,322.7361479535839,4.741738290873252
39,6.409149624376077,97.74256661767686,88.55533970352447,0.9783416065100148
40,-12.677705909313271,96.99578359536889,470.22929217645714,4.916158751168323
41,9.71061460667621,40.14258366602913,476.9642885012937,4.734717707805657
42,-17.936688733086896,59.77988047139084,457.43219511022426,1.7320186991001518
43,34.559224124726924,44.07026478534157,185.0793501277222,4.33851649237973
44,-4.473201103998985,42.78723955019741,7.728308264433714,3.9850473439737346
45,19.75133706123892,22.950955788362624,464.1592812938627,6.158500980522165
46,-1.2973354346353432,68.76514671839175,214.09207415865717,6.350936508676438
47,11.204081270668649,60.21432185830892,483.3274095218348,0.4530400977204452
48,12.802616760596777,24.118300099999146,481.80998854462644,3.746126146264712
49,-8.908732668468378,42.29171713892892,426.50472773368006,6.258599157142363
50,38.175077665873516,92.6612708773323,147.22444603479283,5.031362585800877
51,26.50796940166687,39.16495125335779,192.54886430096263,8.564898411883222
52,36.36993649385135,31.591589767297847,425.5683357584285,6.58693631618945
53,33.68964102565893,59.15622082220504,158.46100257813885,1.629344270814297
54,15.873998728665107,98.85203632884806,84.74637334304624,0.7056874740042984
55,35.31245410138701,39.364421720920035,278.4006312291751,6.424192782063156
56,-14.69044987688483,73.77084379247029,468.0773870803905,0.26511310541621813
57,-8.241028254851289,80.9295692262974,348.0148983374865,5.8577558127346325
58,-17.286362665367715,39.01100351939198,285.0305850446825,9.402302414249576
59,-0.4801801542041382,78.25730788894876,48.588246885384265,5.75474177875879
60,3.320637381368922,49.422650617540256,307.5036133495849,3.881699262065219
61,-3.7190580935662467,70.58446644748636,495.0269250521316,6.432882184423532
62,29.72425054911576,70.68237686087159,70.04200761826202,4.582528904915167
63,1.405199601615358,62.86197472598068,259.16482618186836,5.45616789315935
64,-3.1439294187571534,27.223181604352664,438.68653596397775,9.41464808776525
65,12.561764989494911,86.82419964713904,370.3843088771022,3.8610263780077423
66,-11.54454650151424,45.66240519773886,348.507870497634,9.611905638239142
67,28.13181884524238,34.92148083198834,351.2420419935546,9.053506419560637
68,-15.52696137921375,23.262011324381113,179.7455756098776,1.9579113478929644
